GRB170519A 08867 247.90456 -48.86320 163.4269 25.3743 2017-05-19 05:10:02  232866603.0 -67.96773 149.32387 77.91013 -10.45498 -11.60874 644.26290 1.70696 143.43140   VISIBLE  105.39920  226.84701 -111.93498 -110.68381
GRB170614A 09257 203.71620 -23.43642 70.55 37.93 2017-06-14 06:06:41  235116402.0 168.05264 126.41583 104.43023 -27.97769 -29.13443 634.42300 2.24497 59.92022   VISIBLE  137.69514  340.67790  139.34325 -163.24150
GRB170726A 09875 299.86295 11.67867 166.42 -34.0 2017-07-26 05:58:15  238744696.00000003 99.81577 148.39276 132.44246 101.09003 99.93435 637.91754 -0.98800 -86.21184   EARTH_OCCULTED  132.18020  115.86476 -154.29155  135.19953
GRB170803B 09998 349.86328 -17.10349 76.5 23.97 2017-08-03 04:07:15  239429236.0 6.45016 145.12758 85.42687 92.43771 91.28268 640.06757 6.00958 -27.92489   VISIBLE   93.91311   17.44106   94.10106  102.85586
GRB170825A 10320 308.10970 37.63234 274.44 -26.17 2017-08-25 07:22:01  241341722.0 121.75235 125.86131 108.52449 13.92807 12.77441 644.61615 -4.81915 -34.57332   EARTH_OCCULTED   71.20174  116.53843  -52.69797   69.16900
GRB170830B 10390 257.27173 -44.08012 353.0 18.31 2017-08-30 01:38:44  241753125.00000003 -179.96062 102.60219 26.61873 35.44737 34.29181 638.29610 5.33644 -176.59998   EARTH_OCCULTED  106.65565  189.56001 -106.87697 -150.96377
GRB170901B 10423 60.84321 -43.42234 117.51 -13.23 2017-09-01 06:07:43  241942064.0 -0.18132 102.62329 107.07610 9.61355 8.45627 632.61740 -5.65015 -129.96286   EARTH_OCCULTED   56.91859   14.09409   56.11279   20.49656
GRB170912A 10582 288.84076 10.95567 167.3734 -54.3264 2017-09-12 01:34:16  242876057.0 168.73843 117.09805 126.77751 49.33525 48.18116 643.20030 -5.60185 -150.53232   VISIBLE  116.95300   67.34275  142.85361  118.85551
GRB170918A 10672 299.58832 35.19965 36.56 3.52 2017-09-18 03:20:23  243400824.00000003 155.91904 115.92170 123.87779 -25.30241 -26.45781 638.84143 -3.06241 95.96766   VISIBLE   93.64684  210.98737  -94.25190  -97.05700
GRB171115A 11540 329.36377 -7.81733 278.3881 9.1249 2017-11-15 18:51:20  248467881.0 -160.33722 95.31801 125.37093 -5.28703 -6.44433 632.54315 -3.60033 113.63780   EARTH_OCCULTED   53.53480  322.84928   47.16343  -39.25502
GRB171230B 12196 140.47778 50.93518 325.29 -12.35 2017-12-30 02:51:25  252298286.0 24.02952 137.75056 75.96600 39.62682 38.47291 643.77660 -5.91059 58.83634   EARTH_OCCULTED  141.21589   73.48793  167.13505  142.38845
GRB180112A 12403 165.06064 28.96146 173.92 23.06 2018-01-12 20:12:28  253483949.0 -3.53210 133.68495 89.75579 77.23433 76.07704 632.58750 -3.66158 88.51466   VISIBLE    9.90456  329.00126    8.51238   -5.13864
GRB180411A 13712 237.34415 70.29088 356.854 66.7785 2018-04-11 12:27:41  261145662.00000003 52.01125 97.37110 103.63943 8.76138 7.60413 632.72190 2.77292 35.39645   VISIBLE   36.90310    3.13717   36.86185    2.35322
GRB180411B 13712 237.41452 70.30062 284.13 -33.38 2018-04-11 13:06:45  261148006.00000003 51.93351 97.34428 103.64627 37.46542 36.31142 643.48880 -5.36224 169.99257   VISIBLE  108.96561  258.06498 -148.96172 -109.35379
GRB180626A 14834 16.16352 -72.03409 243.5755 14.7571 2018-06-26 08:21:04  267697265.0 17.48494 108.76078 81.93615 49.67833 48.52446 643.91956 -5.80605 -25.15826   EARTH_OCCULTED  116.36909  199.89438 -117.79794 -145.53298
GRB180722B 15216 17.10352 -71.42489 108.79 -19.85 2018-07-22 02:53:14  269923995.0 -5.38189 113.72140 90.43626 37.48140 36.32466 634.41064 6.01577 16.05825   VISIBLE   71.75673  357.24615   71.73704   -8.29298
GRB180809A 15487 230.22163 -57.15350 297.7917 -34.6667 2018-08-09 11:37:10  271510631.0 172.57216 103.87099 123.06892 34.06575 32.90850 632.71880 2.67803 28.36495   EARTH_OCCULTED   49.60321  184.05050  -49.53248   -4.74502
GRB181105A 16788 10.24049 40.24707 316.933 79.117 2018-11-05 07:33:16  279099197.0 144.73187 144.18666 140.27232 15.30567 14.15184 644.06640 3.47605 105.68376   VISIBLE   43.89826  317.87974   35.51726  -32.83735
GRB190126A 18007 83.63531 21.99631 0.0 0.0 2019-01-26 16:57:03  286217824.0 -176.06789 137.92570 117.38788 -20.31310 -21.46950 635.50085 -3.99367 -157.42429   EARTH_OCCULTED   84.10032  358.46023   84.09820  -14.57626
GRB190131A 18072 53.16226 -27.68170 68.82 23.7 2019-01-31 02:36:29  286598190.0 -159.70500 90.43652 126.98575 -27.15936 -28.31549 636.42740 -5.94021 80.57755   EARTH_OCCULTED   53.55584  231.81400  -39.93528  -46.78670
GRB190212A 18255 51.13438 34.20789 30.6 -6.54 2019-02-12 11:33:32  287667213.0 -166.91808 94.19408 22.16406 -27.91508 -29.06895 643.90765 -3.00458 -103.75939   EARTH_OCCULTED   45.13937   47.46963   34.18738   36.52042
GRB190323A 18828 288.75052 10.91927 193.82 75.0 2019-03-23 04:17:15  291010636.0 -1.96653 73.17706 79.85289 41.29473 40.13961 639.78330 -5.67284 -28.69793   VISIBLE   80.72757  107.11228  -60.97624   80.30603
GRB190324A 18855 292.09360 19.51940 49.6156 -47.2146 2019-03-24 22:44:01  291163442.00000006 -5.55137 71.88245 66.50087 81.79042 80.63401 635.48190 -4.30932 104.60982   EARTH_OCCULTED  122.75536  321.29979  129.50081 -135.81781
GRB190407A 19056 262.11980 -14.30370 90.53 -64.14 2019-04-07 13:48:36  292340917.0 0.05353 114.53677 140.59052 -42.57999 -43.73728 632.57610 -3.33006 26.85665   VISIBLE  101.29062  266.21655 -161.71090 -101.31465
GRB190407B 19057 262.11426 -14.30127 181.82 40.61 2019-04-07 16:07:26  292349247.0 0.05011 114.63555 141.80879 73.83737 72.68334 643.39130 0.76964 145.23846   VISIBLE   92.10716  138.43625  -92.81524   93.17423
GRB190420B 19255 194.54465 27.95830 319.2875 -66.41 2019-04-20 23:32:25  293499146.0 109.34862 138.33328 53.36625 45.02579 43.86865 633.08550 0.61533 -75.45833   VISIBLE  129.13116  185.73423 -129.27194 -172.99869
GRB190422B 19273 253.52730 39.76662 306.66 -73.01 2019-04-22 06:48:17  293611698.0 41.18957 113.98176 58.40981 69.50131 68.34453 634.24610 5.74691 -93.22775   VISIBLE  118.48897  244.23559 -141.30760 -121.07370
GRB190505A 19466 262.95380 -33.84696 335.39 42.18 2019-05-05 01:14:09  294714850.0 -14.65221 138.77016 138.49583 -17.65313 -18.80751 642.20154 5.87353 -117.78886   EARTH_OCCULTED  100.85152   58.65086  110.22686  102.65097
GRB190510A 19542 275.07452 7.15031 34.022 13.078 2019-05-10 10:19:16  295179557.0 27.70910 126.24833 142.26590 83.66137 82.50399 632.30237 -3.59115 -77.22598   VISIBLE  116.07977  350.67007  116.38229 -161.67397
GRB190517A 19653 186.49838 33.54315 270.02 25.77 2019-05-17 19:30:10  295817411.0 137.53624 110.40398 55.86869 -23.02867 -24.18617 631.87726 5.34049 -176.13213   VISIBLE   71.03931  241.35559  -54.37129  -68.62105
GRB190719B 20580 36.78537 33.54475 98.61 6.7 2019-07-19 11:57:51  301233472.0 13.33870 71.83488 81.86559 -29.08344 -30.23753 643.19214 1.40515 99.54625   EARTH_OCCULTED   62.91466  336.18452   60.79474  -38.29385
Icecube200420.97 24673 80.11511 -71.92969 242.58 11.61 2020-04-20 23:19:55.49  325120796.49 139.54823 90.26752 82.72025 18.82567 17.66841 632.68097 2.89877 -16.09620   VISIBLE  118.75345  150.12367 -122.32537  137.76555
Icecube200421A 24673 80.07857 -71.93256 87.93 8.23 2020-04-21 00:35:24.24  325125325.24 139.50429 90.26643 82.78243 36.93784 35.78262 639.43610 5.68210 -116.34655   VISIBLE   80.32984  302.61294   72.45520  -78.56383
GRB151019A_ML 00314 237.36191 47.11575 0.0 0.0 2015-10-19 08:05:27.200  182937927.20000002 -127.81988 64.39649 74.35354 8.52748 7.37448 646.80450 5.18118 -148.80826   VISIBLE  111.53226  152.95994 -113.89258  130.95486
GRB151217A_ML 01186 111.95948 80.19332 0.0 0.0 2015-12-17 04:58:22.700  188024302.7 59.59042 121.91945 104.41249 26.74604 25.59303 646.75720 -5.24605 -99.98301   VISIBLE   93.65181   98.74105 -112.78098   93.69460
GRB151219B_ML 01218 111.76434 80.19544 0.0 0.0 2015-12-19 09:11:20.020  188212280.02000004 62.16270 122.20052 90.81898 31.35753 30.20343 643.18036 -4.33311 -107.16377   EARTH_OCCULTED   93.62012   96.36171 -119.72548   93.64249
